,product_id,brand,title,price,category,rating,image_url,product_url,clusters
17,B07DRHG6XT,TIJN,Blue Light Blocking Glasses Photochromic Lens Sunglasses Anti Eyestrain and UVA/UVB for Women and Men,24.7,New season,4.3,https://m.media-amazon.com/images/I/61TnSoBdnNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DRHG6XT,8
18,B0DTZ4JKGH,Nike,Unisex ELMNTL - HBR BACKPACK,136,New season,5,https://m.media-amazon.com/images/I/71W9XnuJoHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DTZ4JKGH,8
19,B0774XP86B,Crep Protect,Ultimate Scuff Eraser - Sneaker Cleaner for Suede and Nubuck Shoes,49,New season,4.2,https://m.media-amazon.com/images/I/71xd1y8Y50L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0774XP86B,8
20,B09N2NJ73C,adidas,unisex Classic Badge of Sport Backpack BACKPACK,66,New season,4.5,https://m.media-amazon.com/images/I/81YzIPs6IDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09N2NJ73C,0
21,B0BW4LKCT5,PUJANE,Men's Dress Socks 5 Pairs Mens Cotton Calf Business Formal Soft Breathable Long Crew Casual Socks,49.99,New season,4.4,https://m.media-amazon.com/images/I/51PVatBRLFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BW4LKCT,10
23,B07W75NTVR,BANGE,"35L Travel Backpack,Flight Approved Carry On Backpack for International Travel Bag, Water Resistant Durable 17-inch Laptop Backpacks,Large Daypack Business Weekender Luggage Backpack for Men Women",135,New season,4.5,https://m.media-amazon.com/images/I/71CNbs4-ukL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W75NTVR,7
24,B09M6K1XD8,OCHEAL,"Makeup Bag, Portable Cosmetic Bag, Large Capacity Travel Makeup Case Organizer, Black Makeup Bags For Women Toiletry Bag for Girls Traveling With Handle and Divider",39.89,New season,4.7,https://m.media-amazon.com/images/I/71MRp+xH+6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09M6K1XD8,7
25,B0C7852Z79,Under Armour,Bgs Assert 10 Ufm Syn boys Shoes,107.29,New season,4.4,https://m.media-amazon.com/images/I/51LaOfAz70L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C7852Z79,8
26,B08Y2J5FPD,JANSPORT,unisex-adult Union Pack Backpack,129,New season,4.7,https://m.media-amazon.com/images/I/412mrx4xnwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Y2J5FPD,8
28,B0DMYPB8PK,adidas,unisex-adult Backpack With Pencil Case Backpack,100,New season,4.6,https://m.media-amazon.com/images/I/71V-mL+A8AL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DMYPB8PK,8
30,B000S27MI8,EASTPAK,"Benchmark Single Pencil Case, 21 cm",72.17,New season,4.7,https://m.media-amazon.com/images/I/71OfAvUDfDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000S27MI8,8
31,B0C8HY95M4,Skechers,MICROSTRIDES - CLASS SPIRIT girls SPORTS,102.6,New season,4.6,https://m.media-amazon.com/images/I/71DIE5UlDYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HY95M4,8
32,B0B1V85H3Y,JANSPORT,SuperBreak One Backpack,129,New season,4.6,https://m.media-amazon.com/images/I/417WRinD-FL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V85H3Y,8
33,B0CL89TVTR,Herschel,Classic XL Backpack,162,New season,4.6,https://m.media-amazon.com/images/I/81iesIa5mkL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL89TVTR,8
34,B0B2WY42TR,adidas,Tensaur Sport 2.0 Cf K unisex-child Shoes,113.4,New season,4.6,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WY42TR,8
35,B0BPTL2KXF,adidas,unisex Classic Foundation Backpack BACKPACK,41,New season,4.6,https://m.media-amazon.com/images/I/81LuRTsYrqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPTL2KXF,0
36,B00VVQTU1C,Nike,Unisex Adult Cush Ankle- 3p Value Socks,46,New season,4.5,https://m.media-amazon.com/images/I/71R091yUXTS._AC_UL320_.jpg,https://www.amazon.ae/dp/B00VVQTU1C,8
37,B0BWK4GPRG,PUMA,Mens PUMA Phase Backpacks,54.5,New season,4.6,https://m.media-amazon.com/images/I/81D9jp4+hZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BWK4GPRG,8
39,B0B3F3PKLN,PUMA,Mens Lunch Bag and Backpack Set,109,New season,4.4,https://m.media-amazon.com/images/I/71Ff3g32OSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B3F3PKLN,7
40,B09NYCF84H,Nike,"NK BRSLA L DUFF - 9.5 (95L) Duffle Bag, One Size",129,New season,4.5,https://m.media-amazon.com/images/I/71Gpt-DpveL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09NYCF84H,8
41,B0D3J15JJ2,Skechers,SKECH-AIR DYNAMIGHT 2.0 womens SHOES,77.59,New season,4.2,https://m.media-amazon.com/images/I/51yPOxjee5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J15JJ,8
42,B09HZD11WT,adidas,Adilette Shower Beach & Pool Mens Sandals,66,New season,4.1,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD11WT,8
43,B0DPLQMZZ4,Skechers,BOUNDER boys Shoes,104,New season,3,https://m.media-amazon.com/images/I/61OQkKo31iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DPLQMZZ4,8
44,B0CL8424TZ,Herschel,unisex-adult Classic Xl Backpack Backpack,133,New season,4.7,https://m.media-amazon.com/images/I/71HmCWB-BML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL8424TZ,0
45,B083RX7JTQ,Buffway,Mens RFID Blocking Slim Bifold Wallet Minimalist Leather Small Wallets for Men with Cash Pocket and Card Holder Slots,36,New season,4.6,https://m.media-amazon.com/images/I/8170keb2VoL._AC_UL320_.jpg,https://www.amazon.ae/dp/B083RX7JTQ,3
46,B0B2WYMLW3,adidas,Tensaur Sport 2.0 Cf K unisex-child Sneaker,89.5,New season,4.6,https://m.media-amazon.com/images/I/51kzQGEo2PL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WYMLW3,8
47,B096X4MBH6,Tommy Hilfiger,"MACY'S ESSENTIALS Men Watch, Analog",174,New season,4.2,https://m.media-amazon.com/images/I/81mtSiBYXBS._AC_UL320_.jpg,https://www.amazon.ae/dp/B096X4MBH6,9
48,B088KR4ZZS,JANSPORT,unisex-adult Main Campus Backpack,247.22,New season,4.7,https://m.media-amazon.com/images/I/81vBTv+DjPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B088KR4ZZS,8
49,B0BN6SSWBY,Skechers,MICROSTRIDES girls Sneaker,112,New season,4.4,https://m.media-amazon.com/images/I/61q3L4QoTOL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN6SSWBY,8
50,B00X3LXXDE,Kaps,"Nubuck & Suede Shoe Boot Cleaner with Brush Applicator Cap, Shampoo For, 75 ml - 2.53 fl. oz.",23.99,New season,3.6,https://m.media-amazon.com/images/I/71TVqlddlaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00X3LXXDE,10
51,B0BP2SBRG7,adidas,Unisex Adults 3-Stripes Linear Half-Crew Cushioned Socks 3 Pairs Socks (pack of 1),29,New season,4.6,https://m.media-amazon.com/images/I/71LLCl4NnSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BP2SBRG7,8
52,B0CZLM5KGT,adidas,Unisex Kids Little Kids Logo Backpack Backpack,41,New season,3.9,https://m.media-amazon.com/images/I/91cSq177s+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CZLM5KGT,8
53,B000J39T2S,Casio,Quartz Watch: AQ-230 Men,85.75,New season,4.4,https://m.media-amazon.com/images/I/71Tz2scwrHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000J39T2S,8
54,B0C8HX52GL,Skechers,MICROSTRIDES girls SPORTS,155,New season,4.4,https://m.media-amazon.com/images/I/81DOBwxcNvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HX52GL,8
55,B0CM6TZCNK,Nike,Mens NSW RPM 2.0 BACKPACK,288,New season,4.5,https://m.media-amazon.com/images/I/71f1tkff-kL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CM6TZCNK,8
56,B0BRWFYZ4J,GUESS,Womens Noelle Top Zip Shoulder Bag Handbag (pack of 1),325,New season,4.7,https://m.media-amazon.com/images/I/61VIcEcNgnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRWFYZ4J,2
57,B093LQ8W49,Under Armour,Undeniable 5.0 Duffle,109,New season,4.6,https://m.media-amazon.com/images/I/51CzgAOIMRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LQ8W49,8
58,B0D5C4581M,PUMA,Men's 8 Pack Low Cut Socks Running Socks,45.29,New season,4.7,https://m.media-amazon.com/images/I/71rv851PRJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D5C4581M,8
59,B0CKJTVRGV,PUMA,Courtflex unisex-child Low Boot,99.67,New season,4.4,https://m.media-amazon.com/images/I/61-R1rTzT5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKJTVRGV,8
60,B0778848PF,Skechers,Nampa-Groton mens Work Shoe,153.88,New season,4.1,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0778848PF,8
61,B0BB3FTKV2,Lacoste,METROPOLE Men Jewelry,239,New season,4.6,https://m.media-amazon.com/images/I/51MzqyuMbDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BB3FTKV,8
62,B01M8JXI4M,Lacoste,Tote shopping bags for Women's,329,New season,4.7,https://m.media-amazon.com/images/I/715jRJo+nBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01M8JXI4M,8
63,B07FKFHTF7,Nike,unisex-adult Everyday Cushion Ankle 3 Pack SOCKS (pack of 1),53,New season,4.5,https://m.media-amazon.com/images/I/61Be5LVi4nL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07FKFHTF7,8
64,B078GH9TMW,Havaianas,Unisex's Top Color Flip-Flop,69.24,New season,4.1,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B078GH9TMW,8
65,B0DJNTGRQH,adidas,Unisex Kids Power Backpack Youth BACKPACK,83,New season,3.5,https://m.media-amazon.com/images/I/81LpJpHunIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DJNTGRQH,8
66,B08TWBFWQF,oscaurt,oscaurt Mesh Beach Bag Extra Large Waterproof Sandproof Beach Tote Pool Swim Bag Travel Vacation Essentials,26.59,New season,4.7,https://m.media-amazon.com/images/I/71PW73QQsXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08TWBFWQF,7
67,B07W82S4FL,Nike,mens M Nk Dry Park Vii Jsy Ss T-Shirt,71,New season,4.6,https://m.media-amazon.com/images/I/71uhSvuf1HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W82S4FL,8
68,B0BNHCNNJ6,adidas,Unisex Kids Power Backpack Backpack,86,New season,4.7,https://m.media-amazon.com/images/I/81aUaFV5QyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BNHCNNJ6,8
69,B07DVY2969,Lacoste,Women Nf2142aa Shopping Bag (pack of 2),465,New season,4.7,https://m.media-amazon.com/images/I/81ZDeab0AbL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DVY2969,8
70,B0BXXV45RL,Branduce,"2.4""（6cm） Solid Pure Color Skinny Tie Plain Slim Necktie for Men",15.9,New season,4.6,https://m.media-amazon.com/images/I/81gKiIaUAaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BXXV45RL,10
71,B0BRV6NTPX,Long Keeper,Unisex Adult No small sling bag,22.65,New season,4.1,https://m.media-amazon.com/images/I/71fmIdWZhYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRV6NTPX,8
72,B0CHGWX7HG,Under Armour,unisex-adult Hustle 6.0 Backpack Backpack,156,New season,4.8,https://m.media-amazon.com/images/I/61zMfXiITGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CHGWX7HG,8
73,B0D3L6XCLG,bagsmart,Women Bm0305067an tote bag,202.49,New season,4.7,https://m.media-amazon.com/images/I/61t4jBybtfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3L6XCLG,8
74,B0CDCNTZNP,the north face,Men's Waterproof Antora Rain Hoodie Jacket (Standard and Big Size) - PFAS Free,468.5,New season,4.7,https://m.media-amazon.com/images/I/710QF3Vg9fL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CDCNTZNP,8
75,B0BN1N4PHB,AWAYTR,womens Double Layer Long Satin Bonnet Long Satin Bonnet (pack of 1),24.89,New season,4.5,https://m.media-amazon.com/images/I/71k+oBInHTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN1N4PHB,10
76,B0B1V9BMJY,JANSPORT,"Large Accessory Pouch - Secure Storage Space for Pens, Power Cords, Pencil Case, Ideal For Everyday need, 1.3L, Navy",89,New season,4.9,https://m.media-amazon.com/images/I/41pTXmQP3QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V9BMJY,10
77,B0BGXM7NLQ,adidas,Unisex Adults 3-Stripes Cushioned Crew 3 Pairs Socks,55,New season,4.7,https://m.media-amazon.com/images/I/81XBTGlPFFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BGXM7NLQ,8
78,B0DM6Z9VP8,New Balance,Unisex Lightweight Crew Socks 3 Pack Socks (pack of 1),27.89,New season,4.5,https://m.media-amazon.com/images/I/61ofohJRCgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DM6Z9VP8,8
79,B0CD69CFNZ,M X M,Travel Moving Trolley Luggage Foldable Bag with Wheels XX-Large 30kg/120L â€“ Waterproof Zipper Extendable Duffel Organizer Bag (Black-A),51.95,New season,3.7,https://m.media-amazon.com/images/I/51wiDNT6HuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CD69CFNZ,7
80,B0B45VNN5M,adidas,"Unisex Tiro League Duffel Bag, Black/White, S",89,New season,4.6,https://m.media-amazon.com/images/I/81UjAvncPDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B45VNN5M,8
82,B0DRW2D6GM,ALDO,Women's Ruya HANDBAG,99.85,New season,5,https://m.media-amazon.com/images/I/510H9PA6OIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DRW2D6GM,8
85,B07VWT4XRG,FITRELL,3 Pairs Compression Socks for Women and Men 20-30mmHg-Circulation Support Socks,48.82,New season,4.5,https://m.media-amazon.com/images/I/71CUmyhYe2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07VWT4XRG,8
86,B0B2WZNQVN,adidas,Tensaur Sport 2.0 Cf K unisex-child Shoes,113.4,New season,4.5,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WZNQVN,8
87,B0C4YQPGK7,adidas,Unisex Adults Power Backpack,84,New season,4.6,https://m.media-amazon.com/images/I/81X3DyNTqqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C4YQPGK7,8
88,B08Z5Z82QT,Nike,unisex-adult Everyday Cushion Crew 3 Pack SOCKS (pack of 1),52,New season,4.5,https://m.media-amazon.com/images/I/61sZAdj+h6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Z5Z82QT,8
89,B07D15X8BD,Kipling,"Miyo Luggage, MIYO",213.48,New season,4.7,https://m.media-amazon.com/images/I/619BxcQr+0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07D15X8BD,4
90,B09VT1FCYN,KALIDI,Unisex Adult Btb Mesh Casual Beach,21.9,New season,4.6,https://m.media-amazon.com/images/I/81eSul9g-zL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09VT1FCYN,8
91,B08QYQH3J4,Nike,unisex-adult V Cush Crew - 3 Pack Socks,60,New season,4.6,https://m.media-amazon.com/images/I/71qR6QMzlhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08QYQH3J4,8
92,B0C5J8KWNH,PUMA,Melanite Slip On mens Shoes,103.68,New season,4.1,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C5J8KWNH,8
93,B00M17LFWM,Havaianas,"Slim, Zehentrenner Damen",109,New season,4.6,https://m.media-amazon.com/images/I/61qDBJ0UpCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00M17LFWM,8
94,B074MKCXLH,Havaianas,Unisex's Brasil Logo Flip Flops,92,New season,4.6,https://m.media-amazon.com/images/I/71QQlsQqV0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B074MKCXLH,8
97,B091MK45DB,Shining Diva Fashion,"Latest Stylish Rose Gold Austrian Crystal Bracelet for Women and Girls (11942b), free",21.08,New season,4.1,https://m.media-amazon.com/images/I/51JBNLtPvQS._AC_UL320_.jpg,https://www.amazon.ae/dp/B091MK45DB,1
99,B0CVXTS7XP,Casio,General Line Watch: Black WS-1700H-1AVDF,143.59,New season,4.4,https://m.media-amazon.com/images/I/61L8QaDng7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CVXTS7XP,9
100,B07K2MLC3L,adidas,Adilette Aqua unisex-adult Sandals,61,New season,3.9,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07K2MLC3L,8
102,B0D3J17ZPB,Skechers,MICROSTRIDES Girls SPORTS,110,New season,4.3,https://m.media-amazon.com/images/I/81FhdfHTUzL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J17ZPB,8
103,B0CYHD7ZW1,Under Armour,UA Undeniable 5.0 Duffle XS TRAINING for unisex BLACK OSFM,84,New season,4,https://m.media-amazon.com/images/I/6107YUu-zEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CYHD7ZW,8
104,B0BPSMBMW5,adidas,"Unisex Essentials Duffel Bag, Black/White, XS",65,New season,4.2,https://m.media-amazon.com/images/I/81y-NdTBz4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPSMBMW,8
105,B0CKXT54DG,adidas,Runfalcon 5 unisex-child Shoes,119,New season,4.5,https://m.media-amazon.com/images/I/71pxPAd9ATL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKXT54DG,8
106,B0739TY3TD,Angel Kiss,Handbags for Women Hobo Purse Roomy Casual Shoulder Bags PU Tote Bag Crossbody Bag for Women,119.97,New season,4.4,https://m.media-amazon.com/images/I/71YJXwmJipL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0739TY3TD,2
107,B0D3J1SMDV,Skechers,BOUNDER boys Shoes,79.09,New season,4.4,https://m.media-amazon.com/images/I/71ucKecpO8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J1SMDV,8
108,B09HZD4THS,adidas,Adilette Shower Slides Beach & Pool U Slipper unisex-adult Slides,68,New season,4,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD4THS,8
109,B09HZBKY2N,adidas,Duramo 10 womens Running Shoe,101.05,New season,4.2,https://m.media-amazon.com/images/I/71PjZKb6ecL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZBKY2N,8
110,B0D3HZKKSQ,Skechers,GO RUN 400 V2 boys Shoes,87.05,New season,4.7,https://m.media-amazon.com/images/I/71Nhn3cApIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3HZKKSQ,8
111,B07192Q1M4,JANSPORT,Unisex-Adult Cool Student Backpack,246.14,New season,4.8,https://m.media-amazon.com/images/I/71BLtkFDHHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07192Q1M4,8
112,B09FM712XW,JANSPORT,Unisex Union Pack Backpacks,149,New season,4.6,https://m.media-amazon.com/images/I/51CojOMXJcL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09FM712XW,8
113,B093LSFC4C,Under Armour,unisex-adult Undeniable 5.0 Duffle Md Duffel Bag,119,New season,4.7,https://m.media-amazon.com/images/I/71Ljc4+Qw8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LSFC4C,8
114,B001VG4RYM,Calvin Klein,mens 3P Hip Brief Boxer Short,186.76,New season,4.4,https://m.media-amazon.com/images/I/71KEFmu9L3L._AC_UL320_.jpg,https://www.amazon.ae/dp/B001VG4RYM,8
115,B08KSL6LPT,JANSPORT,Big Student,181,New season,4.7,https://m.media-amazon.com/images/I/61+L3zeARRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08KSL6LPT,8
116,B0CMCXFXLP,PUMA,"Backpack, Navy, One Size",98,New season,4.4,https://m.media-amazon.com/images/I/71rMA6ELwNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CMCXFXLP,8
117,B0B31MRXG7,adidas,Tensaur Sport 2.0 Cf I unisex-child Sneaker,119,New season,4.5,https://m.media-amazon.com/images/I/510y-Jyr4RL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B31MRXG7,8
118,B011V51LSW,PUMA,Purecat Sandal For Unisex,40.16,New season,3.9,https://m.media-amazon.com/images/I/41yjsNb0X4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B011V51LSW,8
119,B0BYVVXHRH,Liberty,Uniform School Shoes for Kids with PVC Sole & Upper | Comfortable Footbed | Padded Foam Insole | Quick-Wear Velcro Closure | Stylish & Lightweight,46.63,New season,3.7,https://m.media-amazon.com/images/I/61WvRZHLdEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BYVVXHRH,10
121,B0CBTNB6JY,Aoliks,"4 Pairs Copper Compression Socks for Women & Men Circulation 15-20 mmHg - Best Support for Nurses, Running",29.99,New season,4.4,https://m.media-amazon.com/images/I/71M8BSws-AL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CBTNB6JY,10
122,B0BVYZN4HK,Liberty,Kids School Shoes,38.89,New season,4,https://m.media-amazon.com/images/I/51cw5piS2iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BVYZN4HK,8
123,B088WYKGLK,New Balance,530 unisex-adult Sneaker,309,New season,4.5,https://m.media-amazon.com/images/I/71jFMMjGM4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B088WYKGLK,8
124,B0CN34XB97,Herschel,Classic™ XL Backpack 11380-01866 Light Grey Crosshatch,229,New season,4.6,https://m.media-amazon.com/images/I/8117kgWePuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CN34XB97,8
125,B0DPY1JQMV,GUESS,Womens Edita Convertible Crossbody Flap Crossbody (pack of 1),269.9,New season,5,https://m.media-amazon.com/images/I/61lj5lFYhQL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DPY1JQMV,8
126,B0DB8QW7ZF,Kipling,SEOUL Large Backpack,254.68,New season,4.8,https://m.media-amazon.com/images/I/51TIWlhXWqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DB8QW7ZF,8
127,B09N3N5C18,adidas,Galaxy 6 M mens Shoes,140,New season,4.2,https://m.media-amazon.com/images/I/41shxhOIe6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09N3N5C18,8
128,B0BTWT5M89,New Balance,530 unisex-adult Sneaker,332.96,New season,4.4,https://m.media-amazon.com/images/I/51bWAdaQJOL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BTWT5M89,8
129,B0BYNS6T4M,SAFRISIOR,Oversized Hoodies for Women and Men Couples Fleece Basic Solid Hooded Sweatshirt Pullover Jackets,57.36,New season,4,https://m.media-amazon.com/images/I/51flTDKVfSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BYNS6T4M,10
