unnamed,product_id,brand,title,price,category,rating,image_url,product_url,Final pharse,clusters
20,B09N2NJ73C,adidas,unisex classic badge sport backpack backpack,66.0,new season,4.5,https://m.media-amazon.com/images/I/81YzIPs6IDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09N2NJ73C,adidasunisex classic badge sport backpack backpacknew season,0
21,B0BW4LKCT5,pujane,men dress sock pair men cotton calf business formal soft breathable long crew casual sock,49.99,new season,4.4,https://m.media-amazon.com/images/I/51PVatBRLFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BW4LKCT,pujanemen dress sock pair men cotton calf business formal soft breathable long crew casual socknew season,10
23,B07W75NTVR,bange,l travel backpackflight approved carry backpack international travel bag water resistant durable inch laptop backpackslarge daypack business weekender luggage backpack men woman,135.0,new season,4.5,https://m.media-amazon.com/images/I/71CNbs4-ukL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W75NTVR,bangel travel backpackflight approved carry backpack international travel bag water resistant durable inch laptop backpackslarge daypack business weekender luggage backpack men womannew season,7
24,B09M6K1XD8,ocheal,makeup bag portable cosmetic bag large capacity travel makeup case organizer black makeup bag woman toiletry bag girl traveling handle divider,39.89,new season,4.7,https://m.media-amazon.com/images/I/71MRp+xH+6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09M6K1XD8,ochealmakeup bag portable cosmetic bag large capacity travel makeup case organizer black makeup bag woman toiletry bag girl traveling handle dividernew season,7
25,B0C7852Z79,armour,bgs assert ufm syn boy shoe,107.29,new season,4.4,https://m.media-amazon.com/images/I/51LaOfAz70L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C7852Z79,armourbgs assert ufm syn boy shoenew season,8
26,B08Y2J5FPD,jansport,unisexadult union pack backpack,129.0,new season,4.7,https://m.media-amazon.com/images/I/412mrx4xnwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Y2J5FPD,jansportunisexadult union pack backpacknew season,8
28,B0DMYPB8PK,adidas,unisexadult backpack pencil case backpack,100.0,new season,4.6,https://m.media-amazon.com/images/I/71V-mL+A8AL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DMYPB8PK,adidasunisexadult backpack pencil case backpacknew season,8
30,B000S27MI8,eastpak,benchmark single pencil case cm,72.17,new season,4.7,https://m.media-amazon.com/images/I/71OfAvUDfDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000S27MI8,eastpakbenchmark single pencil case cmnew season,8
31,B0C8HY95M4,skechers,microstrides class spirit girl sport,102.6,new season,4.6,https://m.media-amazon.com/images/I/71DIE5UlDYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HY95M4,skechersmicrostrides class spirit girl sportnew season,8
32,B0B1V85H3Y,jansport,superbreak one backpack,129.0,new season,4.6,https://m.media-amazon.com/images/I/417WRinD-FL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V85H3Y,jansportsuperbreak one backpacknew season,8
33,B0CL89TVTR,herschel,classic xl backpack,162.0,new season,4.6,https://m.media-amazon.com/images/I/81iesIa5mkL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL89TVTR,herschelclassic xl backpacknew season,8
34,B0B2WY42TR,adidas,tensaur sport cf k unisexchild shoe,113.4,new season,4.6,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WY42TR,adidastensaur sport cf k unisexchild shoenew season,8
35,B0BPTL2KXF,adidas,unisex classic foundation backpack backpack,41.0,new season,4.6,https://m.media-amazon.com/images/I/81LuRTsYrqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPTL2KXF,adidasunisex classic foundation backpack backpacknew season,0
36,B00VVQTU1C,nike,unisex adult cush ankle p value sock,46.0,new season,4.5,https://m.media-amazon.com/images/I/71R091yUXTS._AC_UL320_.jpg,https://www.amazon.ae/dp/B00VVQTU1C,nikeunisex adult cush ankle p value socknew season,8
37,B0BWK4GPRG,puma,men puma phase backpack,54.5,new season,4.6,https://m.media-amazon.com/images/I/81D9jp4+hZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BWK4GPRG,pumamen puma phase backpacknew season,8
39,B0B3F3PKLN,puma,men lunch bag backpack set,109.0,new season,4.4,https://m.media-amazon.com/images/I/71Ff3g32OSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B3F3PKLN,pumamen lunch bag backpack setnew season,7
40,B09NYCF84H,nike,nk brsla l duff l duffle bag one size,129.0,new season,4.5,https://m.media-amazon.com/images/I/71Gpt-DpveL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09NYCF84H,nikenk brsla l duff l duffle bag one sizenew season,8
41,B0D3J15JJ2,skechers,skechair dynamight womens shoe,77.59,new season,4.2,https://m.media-amazon.com/images/I/51yPOxjee5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J15JJ,skechersskechair dynamight womens shoenew season,8
42,B09HZD11WT,adidas,adilette shower beach pool men sandal,66.0,new season,4.1,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD11WT,adidasadilette shower beach pool men sandalnew season,8
43,B0DPLQMZZ4,skechers,bounder boy shoe,104.0,new season,3.0,https://m.media-amazon.com/images/I/61OQkKo31iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DPLQMZZ4,skechersbounder boy shoenew season,8
44,B0CL8424TZ,herschel,unisexadult classic xl backpack backpack,133.0,new season,4.7,https://m.media-amazon.com/images/I/71HmCWB-BML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL8424TZ,herschelunisexadult classic xl backpack backpacknew season,0
45,B083RX7JTQ,buffway,men rfid blocking slim bifold wallet minimalist leather small wallet men cash pocket card holder slot,36.0,new season,4.6,https://m.media-amazon.com/images/I/8170keb2VoL._AC_UL320_.jpg,https://www.amazon.ae/dp/B083RX7JTQ,buffwaymen rfid blocking slim bifold wallet minimalist leather small wallet men cash pocket card holder slotnew season,3
46,B0B2WYMLW3,adidas,tensaur sport cf k unisexchild sneaker,89.5,new season,4.6,https://m.media-amazon.com/images/I/51kzQGEo2PL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WYMLW3,adidastensaur sport cf k unisexchild sneakernew season,8
47,B096X4MBH6,tommy hilfiger,macys essential men watch analog,174.0,new season,4.2,https://m.media-amazon.com/images/I/81mtSiBYXBS._AC_UL320_.jpg,https://www.amazon.ae/dp/B096X4MBH6,tommy hilfigermacys essential men watch analognew season,9
48,B088KR4ZZS,jansport,unisexadult main campus backpack,247.22,new season,4.7,https://m.media-amazon.com/images/I/81vBTv+DjPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B088KR4ZZS,jansportunisexadult main campus backpacknew season,8
49,B0BN6SSWBY,skechers,microstrides girl sneaker,112.0,new season,4.4,https://m.media-amazon.com/images/I/61q3L4QoTOL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN6SSWBY,skechersmicrostrides girl sneakernew season,8
50,B00X3LXXDE,kaps,nubuck suede shoe boot cleaner brush applicator cap shampoo ml fl oz,23.99,new season,3.6,https://m.media-amazon.com/images/I/71TVqlddlaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00X3LXXDE,kapsnubuck suede shoe boot cleaner brush applicator cap shampoo ml fl oznew season,10
51,B0BP2SBRG7,adidas,unisex adult stripe linear halfcrew cushioned sock pair sock pack,29.0,new season,4.6,https://m.media-amazon.com/images/I/71LLCl4NnSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BP2SBRG7,adidasunisex adult stripe linear halfcrew cushioned sock pair sock packnew season,8
52,B0CZLM5KGT,adidas,unisex kid little kid logo backpack backpack,41.0,new season,3.9,https://m.media-amazon.com/images/I/91cSq177s+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CZLM5KGT,adidasunisex kid little kid logo backpack backpacknew season,8
53,B000J39T2S,casio,quartz watch aq men,85.75,new season,4.4,https://m.media-amazon.com/images/I/71Tz2scwrHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000J39T2S,casioquartz watch aq mennew season,8
54,B0C8HX52GL,skechers,microstrides girl sport,155.0,new season,4.4,https://m.media-amazon.com/images/I/81DOBwxcNvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HX52GL,skechersmicrostrides girl sportnew season,8
55,B0CM6TZCNK,nike,men nsw rpm backpack,288.0,new season,4.5,https://m.media-amazon.com/images/I/71f1tkff-kL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CM6TZCNK,nikemen nsw rpm backpacknew season,8
56,B0BRWFYZ4J,guess,womens noelle top zip shoulder bag handbag pack,325.0,new season,4.7,https://m.media-amazon.com/images/I/61VIcEcNgnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRWFYZ4J,guesswomens noelle top zip shoulder bag handbag packnew season,2
57,B093LQ8W49,armour,undeniable duffle,109.0,new season,4.6,https://m.media-amazon.com/images/I/51CzgAOIMRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LQ8W49,armourundeniable dufflenew season,8
58,B0D5C4581M,puma,men pack low cut sock running sock,45.29,new season,4.7,https://m.media-amazon.com/images/I/71rv851PRJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D5C4581M,pumamen pack low cut sock running socknew season,8
59,B0CKJTVRGV,puma,courtflex unisexchild low boot,99.67,new season,4.4,https://m.media-amazon.com/images/I/61-R1rTzT5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKJTVRGV,pumacourtflex unisexchild low bootnew season,8
60,B0778848PF,skechers,nampagroton men work shoe,153.88,new season,4.1,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0778848PF,skechersnampagroton men work shoenew season,8
61,B0BB3FTKV2,lacoste,metropole men jewelry,239.0,new season,4.6,https://m.media-amazon.com/images/I/51MzqyuMbDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BB3FTKV,lacostemetropole men jewelrynew season,8
62,B01M8JXI4M,lacoste,tote shopping bag womens,329.0,new season,4.7,https://m.media-amazon.com/images/I/715jRJo+nBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01M8JXI4M,lacostetote shopping bag womensnew season,8
63,B07FKFHTF7,nike,unisexadult everyday cushion ankle pack sock pack,53.0,new season,4.5,https://m.media-amazon.com/images/I/61Be5LVi4nL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07FKFHTF7,nikeunisexadult everyday cushion ankle pack sock packnew season,8
64,B078GH9TMW,havaianas,unisexs top color flipflop,69.24,new season,4.1,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B078GH9TMW,havaianasunisexs top color flipflopnew season,8
65,B0DJNTGRQH,adidas,unisex kid power backpack youth backpack,83.0,new season,3.5,https://m.media-amazon.com/images/I/81LpJpHunIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DJNTGRQH,adidasunisex kid power backpack youth backpacknew season,8
66,B08TWBFWQF,oscaurt,oscaurt mesh beach bag extra large waterproof sandproof beach tote pool swim bag travel vacation essential,26.59,new season,4.7,https://m.media-amazon.com/images/I/71PW73QQsXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08TWBFWQF,oscaurtoscaurt mesh beach bag extra large waterproof sandproof beach tote pool swim bag travel vacation essentialnew season,7
67,B07W82S4FL,nike,men nk dry park vii jsy s tshirt,71.0,new season,4.6,https://m.media-amazon.com/images/I/71uhSvuf1HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W82S4FL,nikemen nk dry park vii jsy s tshirtnew season,8
68,B0BNHCNNJ6,adidas,unisex kid power backpack backpack,86.0,new season,4.7,https://m.media-amazon.com/images/I/81aUaFV5QyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BNHCNNJ6,adidasunisex kid power backpack backpacknew season,8
69,B07DVY2969,lacoste,woman nfaa shopping bag pack,465.0,new season,4.7,https://m.media-amazon.com/images/I/81ZDeab0AbL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DVY2969,lacostewoman nfaa shopping bag packnew season,8
70,B0BXXV45RL,branduce,cm solid pure color skinny tie plain slim necktie men,15.9,new season,4.6,https://m.media-amazon.com/images/I/81gKiIaUAaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BXXV45RL,branducecm solid pure color skinny tie plain slim necktie mennew season,10
71,B0BRV6NTPX,long keeper,unisex adult small sling bag,22.65,new season,4.1,https://m.media-amazon.com/images/I/71fmIdWZhYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRV6NTPX,long keeperunisex adult small sling bagnew season,8
72,B0CHGWX7HG,armour,unisexadult hustle backpack backpack,156.0,new season,4.8,https://m.media-amazon.com/images/I/61zMfXiITGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CHGWX7HG,armourunisexadult hustle backpack backpacknew season,8
73,B0D3L6XCLG,bagsmart,woman bman tote bag,202.49,new season,4.7,https://m.media-amazon.com/images/I/61t4jBybtfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3L6XCLG,bagsmartwoman bman tote bagnew season,8
74,B0CDCNTZNP,north face,men waterproof antora rain hoodie jacket standard big size pfas free,468.5,new season,4.7,https://m.media-amazon.com/images/I/710QF3Vg9fL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CDCNTZNP,north facemen waterproof antora rain hoodie jacket standard big size pfas freenew season,8
75,B0BN1N4PHB,awaytr,womens double layer long satin bonnet long satin bonnet pack,24.89,new season,4.5,https://m.media-amazon.com/images/I/71k+oBInHTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN1N4PHB,awaytrwomens double layer long satin bonnet long satin bonnet packnew season,10
76,B0B1V9BMJY,jansport,large accessory pouch secure storage space pen power cord pencil case ideal everyday need l navy,89.0,new season,4.9,https://m.media-amazon.com/images/I/41pTXmQP3QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V9BMJY,jansportlarge accessory pouch secure storage space pen power cord pencil case ideal everyday need l navynew season,10
77,B0BGXM7NLQ,adidas,unisex adult stripe cushioned crew pair sock,55.0,new season,4.7,https://m.media-amazon.com/images/I/81XBTGlPFFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BGXM7NLQ,adidasunisex adult stripe cushioned crew pair socknew season,8
78,B0DM6Z9VP8,new balance,unisex lightweight crew sock pack sock pack,27.89,new season,4.5,https://m.media-amazon.com/images/I/61ofohJRCgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DM6Z9VP8,new balanceunisex lightweight crew sock pack sock packnew season,8
79,B0CD69CFNZ,x,travel moving trolley luggage foldable bag wheel xxlarge kgl waterproof zipper extendable duffel organizer bag blacka,51.95,new season,3.7,https://m.media-amazon.com/images/I/51wiDNT6HuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CD69CFNZ,xtravel moving trolley luggage foldable bag wheel xxlarge kgl waterproof zipper extendable duffel organizer bag blackanew season,7
80,B0B45VNN5M,adidas,unisex tiro league duffel bag blackwhite,89.0,new season,4.6,https://m.media-amazon.com/images/I/81UjAvncPDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B45VNN5M,adidasunisex tiro league duffel bag blackwhitenew season,8
82,B0DRW2D6GM,aldo,womens ruya handbag,99.85,new season,5.0,https://m.media-amazon.com/images/I/510H9PA6OIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DRW2D6GM,aldowomens ruya handbagnew season,8
85,B07VWT4XRG,fitrell,pair compression sock woman men mmhgcirculation support sock,48.82,new season,4.5,https://m.media-amazon.com/images/I/71CUmyhYe2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07VWT4XRG,fitrellpair compression sock woman men mmhgcirculation support socknew season,8
86,B0B2WZNQVN,adidas,tensaur sport cf k unisexchild shoe,113.4,new season,4.5,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WZNQVN,adidastensaur sport cf k unisexchild shoenew season,8
87,B0C4YQPGK7,adidas,unisex adult power backpack,84.0,new season,4.6,https://m.media-amazon.com/images/I/81X3DyNTqqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C4YQPGK7,adidasunisex adult power backpacknew season,8
88,B08Z5Z82QT,nike,unisexadult everyday cushion crew pack sock pack,52.0,new season,4.5,https://m.media-amazon.com/images/I/61sZAdj+h6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Z5Z82QT,nikeunisexadult everyday cushion crew pack sock packnew season,8
89,B07D15X8BD,kipling,miyo luggage miyo,213.48,new season,4.7,https://m.media-amazon.com/images/I/619BxcQr+0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07D15X8BD,kiplingmiyo luggage miyonew season,4
90,B09VT1FCYN,kalidi,unisex adult btb mesh casual beach,21.9,new season,4.6,https://m.media-amazon.com/images/I/81eSul9g-zL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09VT1FCYN,kalidiunisex adult btb mesh casual beachnew season,8
91,B08QYQH3J4,nike,unisexadult v cush crew pack sock,60.0,new season,4.6,https://m.media-amazon.com/images/I/71qR6QMzlhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08QYQH3J4,nikeunisexadult v cush crew pack socknew season,8
92,B0C5J8KWNH,puma,melanite slip men shoe,103.68,new season,4.1,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C5J8KWNH,pumamelanite slip men shoenew season,8
93,B00M17LFWM,havaianas,slim zehentrenner damen,109.0,new season,4.6,https://m.media-amazon.com/images/I/61qDBJ0UpCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00M17LFWM,havaianasslim zehentrenner damennew season,8
94,B074MKCXLH,havaianas,unisexs brasil logo flip flop,92.0,new season,4.6,https://m.media-amazon.com/images/I/71QQlsQqV0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B074MKCXLH,havaianasunisexs brasil logo flip flopnew season,8
97,B091MK45DB,shining diva fashion,latest stylish rose gold austrian crystal bracelet woman girl b free,21.08,new season,4.1,https://m.media-amazon.com/images/I/51JBNLtPvQS._AC_UL320_.jpg,https://www.amazon.ae/dp/B091MK45DB,shining diva fashionlatest stylish rose gold austrian crystal bracelet woman girl b freenew season,1
99,B0CVXTS7XP,casio,general line watch black wshavdf,143.59,new season,4.4,https://m.media-amazon.com/images/I/61L8QaDng7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CVXTS7XP,casiogeneral line watch black wshavdfnew season,9
100,B07K2MLC3L,adidas,adilette aqua unisexadult sandal,61.0,new season,3.9,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07K2MLC3L,adidasadilette aqua unisexadult sandalnew season,8
102,B0D3J17ZPB,skechers,microstrides girl sport,110.0,new season,4.3,https://m.media-amazon.com/images/I/81FhdfHTUzL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J17ZPB,skechersmicrostrides girl sportnew season,8
103,B0CYHD7ZW1,armour,ua undeniable duffle x training unisex black osfm,84.0,new season,4.0,https://m.media-amazon.com/images/I/6107YUu-zEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CYHD7ZW,armourua undeniable duffle x training unisex black osfmnew season,8
104,B0BPSMBMW5,adidas,unisex essential duffel bag blackwhite x,65.0,new season,4.2,https://m.media-amazon.com/images/I/81y-NdTBz4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPSMBMW,adidasunisex essential duffel bag blackwhite xnew season,8
105,B0CKXT54DG,adidas,runfalcon unisexchild shoe,119.0,new season,4.5,https://m.media-amazon.com/images/I/71pxPAd9ATL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKXT54DG,adidasrunfalcon unisexchild shoenew season,8
106,B0739TY3TD,angel kiss,handbag woman hobo purse roomy casual shoulder bag pu tote bag crossbody bag woman,119.97,new season,4.4,https://m.media-amazon.com/images/I/71YJXwmJipL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0739TY3TD,angel kisshandbag woman hobo purse roomy casual shoulder bag pu tote bag crossbody bag womannew season,2
107,B0D3J1SMDV,skechers,bounder boy shoe,79.09,new season,4.4,https://m.media-amazon.com/images/I/71ucKecpO8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J1SMDV,skechersbounder boy shoenew season,8
108,B09HZD4THS,adidas,adilette shower slide beach pool u slipper unisexadult slide,68.0,new season,4.0,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD4THS,adidasadilette shower slide beach pool u slipper unisexadult slidenew season,8
109,B09HZBKY2N,adidas,duramo womens running shoe,101.05,new season,4.2,https://m.media-amazon.com/images/I/71PjZKb6ecL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZBKY2N,adidasduramo womens running shoenew season,8
110,B0D3HZKKSQ,skechers,go run v boy shoe,87.05,new season,4.7,https://m.media-amazon.com/images/I/71Nhn3cApIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3HZKKSQ,skechersgo run v boy shoenew season,8
111,B07192Q1M4,jansport,unisexadult cool student backpack,246.14,new season,4.8,https://m.media-amazon.com/images/I/71BLtkFDHHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07192Q1M4,jansportunisexadult cool student backpacknew season,8
112,B09FM712XW,jansport,unisex union pack backpack,149.0,new season,4.6,https://m.media-amazon.com/images/I/51CojOMXJcL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09FM712XW,jansportunisex union pack backpacknew season,8
113,B093LSFC4C,armour,unisexadult undeniable duffle md duffel bag,119.0,new season,4.7,https://m.media-amazon.com/images/I/71Ljc4+Qw8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LSFC4C,armourunisexadult undeniable duffle md duffel bagnew season,8
114,B001VG4RYM,calvin klein,men p hip brief boxer short,186.76,new season,4.4,https://m.media-amazon.com/images/I/71KEFmu9L3L._AC_UL320_.jpg,https://www.amazon.ae/dp/B001VG4RYM,calvin kleinmen p hip brief boxer shortnew season,8
115,B08KSL6LPT,jansport,big student,181.0,new season,4.7,https://m.media-amazon.com/images/I/61+L3zeARRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08KSL6LPT,jansportbig studentnew season,8
116,B0CMCXFXLP,puma,backpack navy one size,98.0,new season,4.4,https://m.media-amazon.com/images/I/71rMA6ELwNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CMCXFXLP,pumabackpack navy one sizenew season,8
117,B0B31MRXG7,adidas,tensaur sport cf unisexchild sneaker,119.0,new season,4.5,https://m.media-amazon.com/images/I/510y-Jyr4RL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B31MRXG7,adidastensaur sport cf unisexchild sneakernew season,8
